finalCellRound2,finalCellRound3,finalCellRound4,finalCellRound5,finalCellRound6,finalCellRound7,finalCellRound8,finalCellRound9,finalCellRound10,finalCellRound11,finalCellRound12,finalCellRound13,finalCellRound14,finalCellRound15,finalCellRound16,finalCellRound17,finalCellRound18,finalCellRound19,finalCellRound20,finalCellRound21,finalCellRound22,finalCellRound23,finalCellRound24,finalCellRound25,finalCellRound26,finalCellRound27,finalCellRound28,finalCellRound29,finalCellRound30,finalCellRound31,finalCellRound32,finalCellRound33,finalCellRound34,finalCellRound35,finalCellRound36,finalCellRound37,finalCellRound38,finalCellRound39,finalCellRound40,finalCellRound41,finalCellRound42,finalCellRound43,finalCellRound44,finalCellRound45,finalCellRound46,finalCellRound47,finalCellRound48,finalCellRound49,finalCellRound50,finalCellRound51,finalCellRound52,finalCellRound53,finalCellRound54,finalCellRound55,finalCellRound56,finalCellRound57,finalCellRound58,finalCellRound59,finalCellRound60,finalCellRound61,finalCellRound62,finalCellRound63,finalCellRound64,finalCellRound65,finalCellRound66,finalCellRound67,finalCellRound68,finalCellRound69,finalCellRound70,finalCellRound71,finalCellRound72,finalCellRound73,finalCellRound74,finalCellRound75,finalCellRound76,finalCellRound77,finalCellRound78,finalCellRound79,finalCellRound80,finalCellRound81,finalCellRound82,finalCellRound83,finalCellRound84,finalCellRound85,finalCellRound86,finalCellRound87,finalCellRound88,finalCellRound89,finalCellRound90,finalCellRound91,finalCellRound92,finalCellRound93,finalCellRound94,finalCellRound95,finalCellRound96,finalCellRound97,finalCellRound98,finalCellRound99,finalCellRound100,finalCellRound101,finalCellRound102,finalCellRound103,finalCellRound104,finalCellRound105,finalCellRound106,finalCellRound107,finalCellRound108,finalCellRound109,finalCellRound110,finalCellRound111,finalCellRound112,finalCellRound113,finalCellRound114,finalCellRound115,finalCellRound116,finalCellRound117,finalCellRound118,finalCellRound119,finalCellRound120,finalCellRound121,finalCellRound122,finalCellRound123,finalCellRound124,finalCellRound125,finalCellRound126,finalCellRound127,finalCellRound128,finalCellRound129,finalCellRound130,finalCellRound131,finalCellRound132,finalCellRound133,finalCellRound134,finalCellRound135,finalCellRound136,finalCellRound137,finalCellRound138,finalCellRound139,finalCellRound140,finalCellRound141,finalCellRound142,finalCellRound143,finalCellRound144,finalCellRound145,finalCellRound146,finalCellRound147,finalCellRound148,finalCellRound149,finalCellRound150,finalCellRound151,finalCellRound152,finalCellRound153,finalCellRound154,finalCellRound155,finalCellRound156,finalCellRound157,finalCellRound158,finalCellRound159,finalCellRound160,finalCellRound161
1,0.027746052,0.060397064,0.017369393,0.024845943,0.016316917,0.002281944,0.015465847,-0.00034888,0.002291885,0.002732142,0.002213393,0.004042368,0.000175718,0.003104188,-0.001479981,0.000349407,-0.000120203,0.000280632,0.001339878,0.000503454,0.001070788,-0.000607169,0.000923499,-0.000496499,0.001042916,0.00019658,0.000780233,0.000173252,-0.000550003,-5.73E-05,-0.000393699,0.000818942,0.00058261,0.000194754,0.000508173,-9.51E-05,0.000328109,0.000329354,-0.000112493,0,-0.082584903,0.061008823,0.040500469,-0.023393331,-0.004984648,0.000191911,0.006494216,-0.001757766,0.003705456,0.000324273,-0.003429298,4.87E-05,-0.001227979,0.000716428,-0.000349209,-0.00015649,9.95E-05,-3.69E-05,0.001015226,0.000394764,0.000158736,-0.000871124,-0.000782159,0.000203089,-0.000315905,-0.000438365,0.00055815,0.000735743,-1.45E-05,0.000187727,0.000465737,0.000102191,-0.000273829,-0.000510872,-0.000435695,-0.000499583,0.000604456,0.000394786,0.0001494,0,-0.068049968,0.037520557,-0.0257473,0.017740101,-0.002836018,-0.001858708,-0.00288858,0.001514317,4.04E-05,-0.001513773,0.001983172,0.001528003,-0.001790474,-0.000864518,-0.001464889,0.001775594,-0.00155901,0.001524584,-0.001412596,0.001581159,-0.000224161,0.001273132,-9.96E-05,-0.000259702,-0.000109899,-0.000461976,-0.000144587,0.000137455,-0.000201257,6.97E-05,0.000692834,0.000507678,0.000514752,0.000320755,-0.000329778,-6.44E-05,-0.000283612,-8.03E-05,1.79E-05,0.794341603,-0.013089061,-0.004309399,-0.007262608,0.00991759,-0.012647639,0.004837199,0.012530708,0.000895606,0.002033227,-0.005968971,0.004015483,0.00088844,0.002466594,0.000469524,-0.000663353,0.001117104,0.000172471,-0.001461471,-0.00048886,0.000260608,0.000730477,-0.000190712,0.000827116,-0.000188824,-0.001005864,-0.000672768,0.001190367,-0.000501355,0.000233627,6.01E-06,-0.000725172,0.000175697,-0.000192211,0.000468817,-0.00015966,-0.000141262,0.000456371,-0.000866821,-1.03E-05
1,0.011358066,0.038601621,0.005818136,-0.002484472,0.005125692,-0.00430476,0.004793686,0.000392906,-0.003246195,8.46E-05,-0.008441338,0.000399083,-0.005632507,-4.71E-05,-0.002611478,0.000748818,-0.001322916,0.001182293,-0.000921726,0.000478538,-0.001102832,0.001332202,-0.002161888,0.00210162,-0.001197806,0.001506134,-0.000264108,0.000472713,-0.000536784,-3.77E-05,-0.000369832,-0.000562957,0.000236593,-0.000545996,0.000466341,0.000203861,7.17E-05,0.000429647,-0.000566361,-4.04E-17,-0.001170192,-0.005610484,0.000355451,-0.002837823,0.006182861,0.009553054,0.004911788,-0.001201807,-0.002970612,-0.000726971,0.000970552,-0.00265074,-0.001206782,-0.002357649,1.83E-05,0.00143529,0.002200224,-0.000475459,-0.000847169,-0.001405144,-0.001231263,0.000924601,0.000605309,-0.00078938,0.000495847,-0.000150917,0.000974451,0.000106078,-0.000527995,0.000273164,0.000376775,0.000481882,-0.000761387,-0.000825052,0.000432864,0.000114243,0.000628969,-0.000250793,7.07E-05,8.65E-17,-0.010907753,0.000374003,-0.008478696,-0.004810101,-0.003044081,-0.000307207,0.001991802,0.005776117,0.002449085,0.003860471,0.000461159,0.000658607,-0.000389436,-0.001056427,-0.000998278,-0.000119333,0.000245626,0.001212832,0.001210367,5.88E-07,9.13E-05,-0.000547635,-0.000646654,-0.000590893,-0.000691589,-0.000520107,3.67E-05,0.000506162,0.000557999,0.000835756,-2.31E-05,0.000971554,-0.000367531,0.000551428,-1.99E-05,0.000315136,0.000518191,0.000359522,0.000891048,0.666632066,-0.006383777,0.060764787,0.005155913,0.003816034,-0.001136272,0.000519971,-0.001643213,-0.001729941,0.011876409,-0.000782854,0.001222406,0.000437321,-0.002551312,0.000481997,-0.000667966,-0.001462531,-0.000971616,0.000407961,-0.000783269,-0.000352395,0.000784163,-0.000949748,0.000821803,-0.000201793,-0.002013727,0.00140987,0.000803829,0.000158215,0.000234039,0.000284004,-0.000870334,0.000850973,0.000316748,-0.000251645,-0.000634707,4.92E-05,0.000640732,0.00032266,0.000455558
1,0.019656593,0.035023822,0.009195971,0.009346307,0.005766548,0.001160076,0.001811346,-0.002432394,0.000304541,-0.004425787,0.001565321,-0.004074123,0.001634285,0.00042929,0.000888726,0.000311286,-8.62E-05,-0.00090418,-0.001205755,-0.000759518,-3.47E-05,0.000231727,0.000116731,-0.000102363,-0.000295759,3.12E-05,-0.001024424,1.83E-05,-0.000813457,0.0004482,-0.00058603,0.000453723,5.02E-05,0.000529766,0.000251194,0.000693483,0.000334006,-9.04E-05,-8.90E-05,3.12E-17,-0.064022479,-0.002065363,0.037636745,0.001571095,0.006686069,0.003333835,0.000618908,-0.000664917,-0.004737098,0.002725455,-0.001182813,-0.004466398,0.000595381,0.000228349,-0.001193469,0.001676147,1.25E-05,-0.00016313,-0.001226254,-0.00112588,5.45E-06,0.000170758,-0.000497472,-0.000182666,0.00052339,-1.44E-06,0.000719446,-0.000220305,0.000187149,-0.000760485,-0.000877885,-0.000474649,0.000144117,0.000104664,-0.000720911,0.000632128,0.00093369,9.61E-05,-0.000141309,-3.12E-17,-0.064909499,-0.013206497,-0.028327513,-0.004542936,0.004045785,-0.001245539,0.004547271,0.002203408,0.00132204,0.001233629,-0.002335833,0.001650437,-0.002031636,-0.001327417,-0.000360439,0.000347418,-0.000376037,0.001500883,-0.000919615,0.00051845,-0.001896509,1.95E-05,-0.000802965,-0.000326026,-0.000392988,-0.000198818,0.000342059,-2.48E-05,0.00066104,-4.63E-05,0.000292558,-0.000604391,5.52E-05,-0.000923085,-0.000416277,-0.000359847,-4.75E-05,9.01E-05,-5.99E-05,0.824141613,-0.04571836,0.013258982,0.015606359,0.007943338,-0.003236535,0.001718217,0.005098722,0.000154939,-0.001892993,0.003037943,-0.000867271,-0.003523358,0.001214695,-0.002218028,0.000995991,0.001134636,3.46E-05,0.000857329,9.88E-05,-0.001052689,-0.001230466,-0.000588616,5.68E-05,0.000308385,0.000580512,1.42E-05,0.000725717,5.01E-05,-0.000465801,-0.000342133,-0.000671742,0.000156261,-0.000699017,-0.000677569,-9.06E-05,0.00045941,-2.46E-05,0.000497348,0.000653307
1,-0.011114326,0.040696711,-0.022308735,0.010108745,-0.01446813,-0.006942282,-0.00454444,-0.008441954,-0.006717917,-0.002529015,0.000509713,-0.00402983,0.001778443,-0.001290912,0.001204919,0.00175747,0.000346359,0.00089571,0.001554112,0.000679253,0.0008193,-0.000689812,0.000559805,-0.001133598,0.000355954,-0.00041295,-0.000237069,0.000469315,-0.001099032,0.000366565,-0.000982252,0.000834165,-0.000472065,0.000290697,-0.000123545,0.000827191,0.000163628,0.000156134,0.000238267,1.18E-16,-0.000998787,0.02091131,0.027759226,-0.023265454,-0.006331795,0.004493729,-0.002536649,0.003440347,-0.005365632,0.001385142,0.003514295,0.002071109,-0.001487112,-0.003323343,0.00255839,0.000762541,-0.00054703,0.000373941,-0.000586523,-0.000943433,0.000139677,4.07E-05,0.000223893,0.000360197,0.000496255,-0.000374836,-0.000906408,0.00115564,-0.000595238,-0.000246632,0.0006275,6.36E-05,-0.000282489,-0.000346074,-0.000414706,0.000251426,0.000582248,-0.000550382,0.000253583,-5.90E-17,-0.002984846,0.026596311,0.008550277,0.000381178,0.015449961,-0.008838074,0.00190556,-0.001389659,-0.003177271,0.000103431,-0.000528775,-0.000805789,-0.000689435,-0.00035225,0.000953481,-0.002309031,0.00167273,-0.000473605,0.000863275,0.000118564,-0.0002665,-0.000706833,0.000799474,0.000117165,0.00096992,-0.000657633,0.001134262,-0.000550239,9.31E-05,-0.000198419,0.000418938,0.000169725,0.000243087,-9.58E-05,-0.00032716,0.000275915,-7.59E-05,-0.000412373,0.000416658,0.823737759,0.038578967,0.006149672,-0.002183716,0.007825073,-0.008937763,0.017871762,-0.000713762,-0.005945585,-0.002187637,0.001644612,-0.000690733,-0.001142689,0.000873697,-0.002457655,0.002023258,-0.001316328,-0.000659788,0.000890032,-0.00030766,0.001446286,-0.0005254,0.000445385,0.00060795,0.00029092,-0.000634737,-0.002567667,0.00194958,0.000766413,-0.00017005,-0.000904642,-2.36E-05,0.000332812,-7.94E-05,-0.000153682,-0.000712758,0.000267945,-0.000107897,0.000820558,3.26E-05
1,0.044984207,-0.020698984,0.018310203,-0.01784377,0.003676523,0.008253005,-0.003055918,0.006183959,-0.001330033,0.001206909,-0.00188017,0.000631561,-0.002813221,0.001567975,-0.001355703,-0.00099973,0.000645593,-0.000879339,0.0006067,0.000303735,-8.35E-05,0.000662392,-3.99E-05,0.00025763,5.42E-05,-0.000153278,0.00058623,-0.000512356,0.000471238,-0.000346198,0.000775289,-0.000439567,0.00011952,-0.000240215,0.000133545,-0.000354641,0.000244108,-0.000529476,0.0005539,-1.39E-16,0.014114789,-0.005539438,0.003742278,0.000669657,-0.011284259,-0.000201635,-0.001094098,0.003763977,-0.00063766,-0.00481472,0.003410835,0.002292894,-0.004666751,-0.000853128,-0.000255504,-0.001060482,0.001973984,0.001346213,-0.000859594,0.000729211,0.000246175,-0.000836241,-0.000201098,-0.000740564,0.000645666,0.000722433,-0.000539225,0.000178227,0.000772541,-2.68E-05,-0.000452654,-0.00025797,0.000430114,-0.001021709,-0.000448638,0.000446911,0.000655583,-0.000314283,-2.30E-05,9.26E-17,0.042608345,-0.015688587,0.029804683,-0.006714029,0.011060094,0.003693153,-0.004496688,0.007304248,-0.002245822,0.002304649,0.002900914,-0.001210314,0.003180328,-0.001756621,-0.000365022,-0.001567041,0.000265665,-0.000987205,0.000994249,0.000267773,0.000341628,0.000546974,-0.000213202,-7.62E-05,3.61E-05,0.00036306,-7.18E-05,0.000864882,-0.000156195,0.001690736,-0.000279627,0.000813575,9.54E-05,0.000161833,5.20E-05,-0.00033217,-0.000139501,5.84E-06,-0.0001454,0.919871787,-0.020846711,0.040308894,0.010033623,-0.018265263,-0.004519648,-0.005507215,0.00699873,0.003249275,-0.0036215,0.002901568,0.002821118,-0.001943084,0.001537028,0.002633819,-0.002402264,-0.000133983,0.00016937,-0.001153293,0.000565559,0.000433777,-0.000167422,-6.77E-05,-6.49E-05,0.000926541,-0.000518282,-0.000815804,-0.000133442,0.001149631,-1.22E-05,-0.000733508,-9.74E-05,0.00091561,0.000445292,-0.000301167,-0.000246653,0.00047726,-0.000516196,0.000207339,0.000948038
1,-0.059738534,0.054644267,-0.052123509,0.011454314,-0.016038015,-0.003192139,-0.009425764,0.00163983,-0.006077141,0.003986053,0.002758427,0.001160835,0.000241211,-0.002478393,0.001092697,-0.000664237,0.000945309,-0.001287342,-0.001741888,-0.001633851,-0.001231486,-0.000357744,-0.000215204,-0.000419007,-5.71E-05,-0.000436436,0.000639861,0.001024004,-0.000133275,0.000214037,-0.000508291,-0.000122285,-0.000843211,2.58E-05,0.000265798,0.00078648,0.000129843,-0.000543751,0.000638022,5.34E-16,-0.059041641,-0.01795934,0.001418533,0.015364824,0.013784186,-0.002324482,-0.004884672,0.002151965,0.000662891,-0.006830482,0.001726161,0.000282933,0.00075102,0.001055611,-0.003965133,0.004166496,0.000885622,-0.002897889,0.001354094,-0.002871209,0.001723508,0.002074859,-0.000750768,-0.001347347,-0.000420874,-0.000258625,-0.000129507,0.000972932,0.000593776,-5.41E-05,0.000143824,-0.000137881,-0.000630964,-0.000363448,0.000317236,0.000652109,7.94E-06,-0.000245496,-9.20E-05,-5.34E-16,-0.012996934,-0.014463717,-0.025578031,0.005669364,0.00055055,0.008924494,0.005865082,0.00867393,-0.000721774,0.00348974,0.003024549,0.001777354,-0.000435148,-0.002232076,-0.000654948,0.002150982,-0.001865985,0.003026053,5.21E-05,0.000769446,0.000463078,0.000309316,0.000642855,0.001618711,0.000299372,2.71E-06,-5.11E-05,-0.000299213,-0.000224158,0.001194891,0.000663903,-0.000396973,-0.000595684,-0.000170009,-0.00039193,9.63E-05,1.98E-05,-0.000138006,-0.000142509,0.795466803,0.1327214,0.016618349,-0.027104767,0.006285044,-0.013416976,0.017124532,0.003255524,-0.011596818,-0.010121446,0.009381512,0.000407901,0.002395759,-0.001118738,0.000895756,-0.001714477,-0.001039331,0.002603405,-0.000685781,-0.00026582,-0.000596733,0.002535862,-0.001248222,-0.002276587,0.001298794,0.001095853,-0.001493375,0.000254606,0.000209316,0.001279183,-0.000466224,1.21E-05,-7.59E-05,-0.000676849,-0.000211907,-7.03E-05,0.00054361,-0.000874929,0.000790015,0.000262663
1,0.018980202,0.065736259,-0.003125115,0.031755979,0.002596333,0.01009918,0.009218186,0.005143812,0.000605639,0.001917037,0.002827699,-0.001028053,-0.001511736,-0.000570057,-0.00028414,0.001534989,-4.51E-05,0.001111402,9.98E-05,0.00120132,5.09E-05,-5.98E-05,-0.000149319,0.000452658,-0.000601211,-0.000507816,-0.000651786,-0.000455854,-0.000336495,0.000294446,-0.000318503,0.000595375,0.000415752,0.000444277,-0.000228185,4.05E-05,6.51E-05,0.000172102,-4.73E-05,0,-0.053201862,0.033600768,0.032652773,-0.005351135,-0.005091953,-0.004418563,0.003539795,-0.007843998,0.0046147,0.003083782,0.002102928,-0.004308723,-0.000435406,-0.002691098,-0.000347356,0.001545393,0.001172501,0.003088054,-0.000985659,-0.001718758,0.000836144,-0.000801918,0.000902583,-0.000956727,0.001750796,-0.000360306,0.001122676,0.000360164,-0.000472003,-8.67E-06,-0.000560975,0.000351266,-0.000760266,0.000318829,-0.000189082,-0.000586675,0.000367228,-0.000168244,0.000202164,1.83E-16,-0.063204937,0.029759128,-0.019505228,0.018602504,-0.000877388,0.006662047,-0.004808442,0.002361294,-0.002339658,-0.000717972,-0.000193813,0.00321493,-0.000665141,-0.000774159,3.37E-05,-0.002031306,0.000473978,0.001216024,0.00028852,0.001540366,0.000193148,8.05E-05,-0.000808574,-0.000457937,-0.000297219,-9.93E-05,0.001222589,0.000442323,0.0008136,0.000572688,0.000508484,0.000315076,-0.000112844,0.000704643,-0.000672243,0.000553967,-0.000430377,0.000614432,-0.000271398,0.78453116,0.012155413,-0.03074429,0.018323016,0.013443729,-0.015566487,0.002817348,0.007928782,0.006848388,0.001376687,-0.000486351,0.00280969,0.000900552,0.003547167,-0.00412258,0.001010701,-0.00246159,0.001090622,-0.001357303,-0.000510421,0.001777348,0.001251352,0.000688625,-0.000522627,-0.000675653,0.000216497,0.000723018,0.000786374,-0.001424216,0.000118968,-0.000406777,-7.24E-06,-0.00108135,0.000201835,0.000558458,3.85E-05,-0.000505376,0.000321468,0.000145411,0.000110326
1,-0.008473177,0.079285945,0.014646808,0.023623461,0.004807883,0.000610159,-0.003456781,0.00303233,0.00207858,0.001396226,-0.000894595,-0.004239884,0.000643703,-0.000451354,0.002382204,0.00122341,0.000890209,-0.000896329,-0.000571152,-0.000141498,-0.000391722,-0.000153791,0.000600417,8.50E-05,0.00016647,0.000640696,-2.41E-05,0.000300203,-7.89E-05,0.000529439,-0.000607707,-0.000416812,0.00050859,-0.000363733,0.000699197,0.000429324,0.000705111,-3.55E-05,-7.31E-05,-3.90E-16,0.026669135,-0.0284066,-0.03388092,0.005272837,-0.00044699,-0.012210874,0.012248748,0.000852595,-0.004701779,-0.002919,0.00013177,0.004080855,-0.001590786,0.002428206,0.000140498,0.001780108,-0.000927795,-0.001930344,6.30E-05,0.000110272,-0.001054706,0.000627569,0.001857004,0.000333139,9.80E-05,0.000619227,0.000124873,-0.000625599,-0.000196592,-6.86E-05,-0.000940916,-2.37E-05,0.001384902,5.92E-06,-0.000173869,4.48E-05,8.37E-05,0.000857951,0.000757451,1.86E-16,0.035391994,0.01478126,0.005889614,-0.006162407,-0.00811495,-0.005204104,0.003381432,-0.002149707,0.004502057,-0.008262536,-0.000272145,-0.00465571,0.001341622,-0.000374135,-0.00031501,-0.0010164,-0.001939303,-0.000156534,0.000159224,-0.001090177,-0.000519629,-0.000851309,-0.000805006,-0.000128478,-0.000174558,0.000109251,-0.000236764,3.90E-05,1.16E-05,4.47E-05,-0.000757285,-0.000444225,-0.000246683,0.000105509,0.000120329,0.000161761,-0.000346565,-0.000235808,0.000102005,0.554761211,-0.034364061,0.079373297,0.009261755,0.011627635,0.00513942,-0.004707014,-0.002321753,0.010027492,0.008320231,0.00272124,-0.006527781,-0.003116637,-0.001132556,-0.00118858,0.002608936,0.001653219,-0.000897944,-0.000689412,0.002140555,9.67E-05,-5.43E-05,-0.000777,-0.001290337,-5.06E-06,0.001149429,-0.000442707,0.000597653,0.000191464,-0.00064562,0.001590393,-0.000200967,1.67E-06,-0.000219056,-0.000616004,-0.00083434,-0.00058274,0.000860596,0.000192487,-0.000291293
1,0.011820802,-0.023582244,-0.013994186,-0.021871678,-0.011725395,0.003490436,5.73E-05,0.006665412,0.002658912,0.007864221,0.000858058,0.003531464,0.001757286,-0.001489753,0.000457082,-0.000642593,0.000434558,0.000598226,0.000138768,0.001544427,-0.00070114,0.002955474,-0.001104844,0.001752966,-0.00033379,-0.000205711,-0.000884513,-0.000211318,-0.000377934,0.000358378,4.06E-05,0.000272278,0.000785619,-0.000109711,0.00121307,-0.000380675,0.000731787,0.000228882,0.000105495,-1.01E-16,0.034879432,0.02533173,0.004090108,-0.002775187,-0.024300837,-0.008732365,0.010185916,0.005803551,-0.001748933,9.59E-05,-0.000304964,-0.001237064,0.002252894,0.003640755,-0.002301752,-0.002927926,0.000772368,-0.001598841,0.001520723,0.003995783,-0.00051278,-0.001929623,-0.00018202,0.000465174,-0.000159959,-0.001382916,0.00134492,0.000682081,-0.000413738,0.000671847,-0.000540017,-0.000841917,-0.000215995,2.49E-05,0.001433281,0.000810463,-0.000118714,-0.000156181,-0.000569738,1.01E-16,0.001107896,-0.002645463,0.024683278,0.005702772,0.005250683,0.002779207,-0.006396234,-0.003198735,-0.003685001,-0.005522016,-0.002200313,-0.00457055,0.002106534,-0.002406098,0.000558251,0.000238308,0.000664745,-0.001221809,0.00108386,-0.000565886,0.001117123,0.000142498,-0.000574654,0.000238249,-0.000663609,-0.000911172,-0.000160946,-0.00125924,0.000570256,-0.000258755,5.27E-06,7.57E-06,-0.000184463,-0.000844428,0.000314563,-0.000711405,0.000494043,-0.000390412,-0.000494573,0.956200838,-0.018196526,0.048350557,0.046049739,-0.010090677,-0.025444591,-0.008816384,0.002317786,-0.000649603,0.001645866,0.000450031,0.001480246,0.00153628,-0.003492612,0.004232352,0.001405326,-0.005194141,0.000295999,0.002107236,-0.000696707,-0.00111181,0.001797364,0.000479593,-0.000783655,0.00060317,8.75E-05,-0.000112164,-0.000424967,-4.43E-05,-0.000404456,0.000103423,0.000532503,0.00052146,-5.24E-05,-0.000656404,-0.000992493,0.000311404,0.000778517,-0.000201547,0.00073919
1,0.001747518,0.061843477,-0.000510859,0.006322457,-0.000995878,-0.002284194,-0.001383973,-0.004561874,0.00075979,-0.003632593,0.00157837,-0.002420621,0.001193472,-0.00046589,0.001791738,0.000480629,0.001472522,2.55E-05,0.000895295,-0.00064693,0.000337371,0.000362428,0.00020797,0.000604358,0.000205607,-0.000464745,0.000277708,-0.000848825,0.000752333,-0.000512986,0.000404227,-0.000105374,-9.51E-05,0.000106029,0.00018318,0.00043585,7.29E-05,0.000633642,-5.84E-05,-1.20E-16,0.001975081,0.031364632,-0.014852808,-0.011635047,0.00178991,-4.00E-05,0.001220326,-0.002924688,-0.000718098,0.003127457,0.001665415,-0.000785891,0.001241351,-0.002149022,0.000803146,-0.001837542,-0.001476733,0.002211517,-0.00026459,0.001562401,-0.00075414,-0.000289347,-0.000697944,-0.000655769,0.000227251,0.000403257,0.000132545,0.000929843,-0.00037704,2.19E-05,0.000368285,-0.000792372,0.000768889,-0.000546064,-7.71E-05,-5.33E-05,-0.000328054,-0.00022324,0.000184876,4.82E-17,0.002618772,0.010519118,-0.001211319,0.009313626,-0.001731634,0.002587838,0.000546035,0.001243543,0.000562113,0.001511521,0.000946435,0.001441738,0.00119322,0.000901683,0.002420912,-0.001082108,0.001934558,-0.00144164,0.001098763,3.01E-05,0.000553154,0.000659652,2.04E-05,-2.55E-05,-0.000341864,-0.000294081,1.88E-05,0.000623336,-0.000173921,0.001090479,-0.000280094,0.00070785,8.78E-05,0.00027975,0.000370983,-0.000299539,0.000212872,-0.000572953,0.000344118,0.594406493,0.00780375,0.054305576,0.004043334,0.017249662,0.001517528,0.008052839,-0.002627412,-0.000862974,-0.003566482,-0.000280879,0.0017502,-0.001598469,-0.003376793,-0.001599325,0.001290388,-0.000258885,6.71E-06,0.000269449,0.001254189,3.42E-05,-0.00117003,-0.001074097,0.000482318,8.35E-05,1.99E-05,0.001699577,-0.000657039,0.000179694,-0.000246823,-0.000148868,0.000861095,-0.000335735,0.000187507,-0.000842826,0.000148401,-0.000746862,-0.000114708,0.000489962,-0.000442705
1,-0.047922452,0.022844465,-0.021185043,-7.67E-05,-0.005874423,-0.002374564,-0.004822058,-0.007348287,-0.000471634,-0.003851271,0.00194555,0.001066872,0.002511884,0.001992321,0.001413047,0.00203154,0.002098228,0.000503564,0.001838141,-0.000884329,0.001421728,-0.00071327,0.001733198,-0.000167145,0.001437353,-0.000286175,-9.27E-05,-0.000315685,-0.000170062,-0.000146982,-3.75E-05,0.000948087,-2.67E-05,0.000547861,-0.000236045,0.000133982,0.00045126,0.000448988,0.000390751,0,-0.038693408,-0.002374062,0.023299545,-0.001541134,-0.008896952,-0.002788748,-0.002239953,0.006370476,-0.000833051,-0.000687452,0.000922516,0.000448076,0.004225912,-0.001646902,-0.001262205,0.001616402,0.000814945,-0.001185875,0.000188986,0.000469962,5.34E-05,0.00158086,-6.49E-05,0.000654348,-0.000641446,0.000101204,0.000962179,0.00038076,0.000347696,-9.72E-05,0.000490166,-0.000546731,0.000761188,0.000692341,-0.000209279,-0.001222475,-4.02E-05,0.000431151,-0.000211283,1.00E-16,-0.005527257,-0.000604567,-0.005130009,-0.002575361,-0.004649482,-0.008131318,-0.010056231,-0.005325574,-0.011500429,-0.000629397,-0.006139655,0.00020787,-0.002090195,-0.000356107,-0.000365595,-0.000969244,-0.000773614,-0.000268095,-8.12E-05,-0.000106132,0.000493421,-5.45E-05,-0.000818611,0.000543998,-0.00191126,0.00043273,-0.00105373,0.000687675,-0.000231642,0.000893193,-0.00019158,0.000244559,0.000498369,0.000642853,0.00108059,0.000330634,0.000710453,-0.000221302,0.000232385,0.807382419,0.048194598,0.031072166,-0.031965661,-0.009790382,0.007353716,0.011230067,-0.009312906,-0.001061898,0.000981876,-0.002491781,-0.000413012,0.000362265,0.001612424,-0.002880536,0.002401791,0.00065947,-0.004079982,0.0010762,0.00171728,-0.00061109,-0.000934925,0.000398749,-0.000809819,-0.001624571,0.001065681,-0.000193755,0.000434678,0.000769579,0.000424318,-0.000998314,-7.34E-05,0.000321181,7.20E-06,-0.000109986,-0.000425862,0.000332171,-0.000275671,-0.000608126,0.000718009
1,-0.022343443,0.0544559,-0.000616158,0.022723318,0.00498841,0.004369751,0.004639648,0.005079307,0.008126833,0.006996544,0.00232127,0.0009062,0.000874586,0.000577406,-0.000176424,0.001757307,0.000926809,-0.000352766,0.000859589,-0.000199301,-0.000118118,-0.000614335,0.000463836,-0.000841238,-0.000507742,0.000838098,-0.000180017,0.000220488,0.000165864,0.000381984,0.000333415,-0.000116221,-0.000104819,-0.000481882,-0.000433993,-0.000347373,0.000242677,0.000154442,0.000332313,-1.02E-16,0.055726579,0.031983596,-0.015525172,-0.024353454,-0.008527849,0.011175543,-0.008228432,0.000813561,0.008029556,-0.000688179,-0.003144668,-0.002153316,-0.001795442,-0.001357752,0.0026844,0.000421071,-0.002918901,-0.004235962,0.000938094,0.000472141,0.001287364,-0.00019277,-0.003099422,-0.001312675,-0.000234409,0.001890554,0.001387644,0.000119105,-0.000725534,0.000342106,0.000609063,-0.000576192,0.000534684,0.001830218,7.72E-07,-0.001181007,-2.32E-05,-0.00033502,0.000740124,8.71E-17,0.007694984,0.008441644,0.00589434,0.004558149,0.008038275,0.004364777,-0.006081255,0.003049905,-0.005618451,0.003516348,0.002375936,0.005869789,-0.000411182,0.001118815,-0.002021432,0.001505567,0.000476616,0.001862224,-0.000342108,-0.000594021,2.55E-05,-0.001375762,-0.000628824,-0.000519626,-0.000837105,-0.000118726,-0.000855117,-0.000669136,-0.001120905,0.000224137,-0.000637748,0.000438959,0.000439366,-0.000139004,-0.000514386,0.000202138,-0.000359267,-5.13E-05,0.001090136,0.787142569,0.002528917,0.017884338,0.003869621,0.00352263,-0.010992134,0.004471441,-0.011578351,-0.00600442,0.009720574,0.005983114,0.000117156,0.000486977,-0.000616863,-0.001525755,0.002171023,0.00487924,0.00044979,-0.001869251,-0.001346096,-0.000120434,0.002545823,0.002615139,0.001276056,-0.001886824,-0.00072661,-0.001359174,-0.000235779,0.00189822,0.000856207,0.000146678,-0.001011763,-0.000422393,-4.85E-05,-7.59E-05,0.000952921,0.000127212,-0.000524304,-0.000347963,-0.000564455
